nomem_encr,Q30,Q30_E,Code1,Code2,Code3
841333,Vond het ophalen van het pakketje te ingewikkeld,Found picking up the package too complicated,3.2,,
841371,,,,,
841446,Privacy,Privacy,1.1,,
841470,Ik heb hier geen interesse in en behoefte aan.,I have no interest or need for this.,7.1,5.4,
841478,Ik heb zelf geen interesse in deze gegevens.,I have no interest in this data myself.,5.4,,
841526,PrivÃ© redenen,Private reasons,7.1,,
841618,,,,,
841644,ze ontfutselen deze gegevens toch wel uit mijn telefoon zonder mijn medewerking,They'll steal this data from my phone without my cooperation anyway,1.2,2.1,
841699,ik wil niet meedoen,I don't want to participate,1.1,,
841723,Geen behoefte on te delen,No need to share,4.3,,
841757,,,,,
841787,,,,,
841826,Ik wil deze gegevens niet delen,I do not want to share this information,7.1,,
841908,-,-,8.2,,
841970,Ben geen nederlander en dan veel werk die korrekte worden te gebruiken zoeken etc,"I am not Dutch and it takes a lot of work to find the correct ones to use, etc.",3.3,,
842059,Gebruik mijn telefoon weinig,I rarely use my phone,4.1,,
842080,,,,,
842129,ben gehandicapt dus heeft het geen zin,I am disabled so it makes no sense,4.4,,
842150,Teveel moeite,Too much effort,3.3,,
842178,Om verschillende gezondheidsredenen. Ik heb bijvoorbeeld een zgn. etalagebeen.,"For various health reasons. For example, I have a so-called window-window disorder.",5.2,4.4,
842212,Te ingewikkeld,Too complicated,3.2,,
842226,PrivÃ©,Private,1.1,,
842235,geen interesse,no interest,7.1,,
842242,,,,,
842282,,,,,
842327,,,,,
842338,"Ik gebruik die gegevens n ooit. Ik werk met een, niet Apple, smartwatch. Haal ik voor mij relevante informatie af.",I never use that data. I use a non-Apple smartwatch. I retrieve information relevant to me.,4.1,,
842370,,,,,
842377,,,,,
842382,Geen intro,No intro,8.1,,
842501,Daarom niet,Therefore not,8.1,,
842554,,,,,
842560,geen tijd,no time,3.3,,
842584,Deze gegevens zijn voor mij prive,This information is private to me,1.1,,
842593,Vind dit niet belangrijk,Don't find this important,4.3,,
842596,Ik krijg het niet voor elkaar om een pakketje uit de locatie geschiedenis te halen. Kom niet in mijn Google account.,I can't retrieve a package from my location history. I can't access my Google account.,3.4,,
842637,,,,,
842656,,,,,
842720,Niet accuraat,Not accurate,4.1,,
842759,?,?,8.2,,
842773,Geen interesse,Not interested,7.1,,
842779,snap de app niet.,I don't understand the app.,3.2,,
842968,"ik ben weinig bezig met mobiel en dat wil ik zo houden,gebruik voornamelijk wats ap voor berichtjes ivm sportclub en familie","I don't use my mobile phone much and I want to keep it that way, I mainly use WhatsApp for messages about my sports club and family.",4.1,4.4,
843117,Omdat de gegevens via een tech bedrijf opgevraagd worden. Ik wil niet dat mijn gegevens daar geregistreerd staan. Als ik mee zou kunnen doen met een doodgewone stappenteller aan mijn riem zou ik wel mee willen doen. Ik heb op mij iphone alles wat registratie ivm gezondheid etc uitgeschakeld en dat wil ik zo houden.,"Because the data is requested by a tech company. I don't want my information recorded there. If I could participate with a regular pedometer on my belt, I would. I've disabled all health-related data recording on my iPhone, and I want to keep it that way.",6.4,1.1,
843217,"De reden is niet zozeer dat ik de gegevens niet delen wil, maar op dit moment niet delen kan. Ik bezit een laptop, tablet en telefoon. Mijn laptop is op dit moment op een andere locatie n.l. in een chaletje elders in Nederland. Ik werk nu dus op telefoon en tablet. Ik was al heel ver met het \pakketje\"" opvragen maar het lukt me niet helemaal. Zelf houd ik alleen de bewegingsafstanden bij met een stappenteller die w.s niet betrouwbaar is. Mijn echtgenoot en ik lopen n.l. samen dezelfde afstand","The reason isn't so much that I don't want to share the data, but that I can't at the moment. I have a laptop, a tablet, and a phone. My laptop is currently in a different location, a chalet elsewhere in the Netherlands. So I'm working on my phone and tablet. I've made a lot of progress in requesting the package, but I'm not quite succeeding. I only track my distance with a pedometer, which is probably not reliable. My husband and I walk the same distance together.",3.4,,
843264,,,,,
843289,Gaat me te ver,Goes too far for me,1.1,,
843342,weet ik niet,I don't know,8.1,,
843409,,,,,
843457,,,,,
843461,,,,,
843502,Niet duidelijk op de IPhone,Not clear on the iPhone,3.1,,
843524,Op mijn leeftijd begrijp ik niet alles meer,At my age I don't understand everything anymore,3.2,,
843623,,,,,
843644,,,,,
843653,,,,,
843692,gewoon wat te veel gedoe. Ik twijfel niet vanwege de rivacy. Ik zie er tegen op om dit te installeren. Ik kan me redden maar heb niks over....,"Just a bit too much hassle. I'm not hesitant about the privacy. I'm dreading installing this. I can manage, but I have nothing left...",3.3,,
843704,,,,,
843762,,,,,
843915,ik heb er geen belangstelling voor,I am not interested in it,7.1,,
843945,Heeft voor mij geen meerwaarde,Has no added value for me,6.3,,
844036,"ik vind dat niemand hoeft te weten hoeveel ik waar en wanneer ik beweeg. Of waar en wanneer ik ergens naartoe ga/ben. Bovendien heb ik een hekel aan de soort bedrijfen als Google, die weten al veel te veel van iedereen.","I don't think anyone needs to know how much I move, where, and when. Or where and when I'm going/being somewhere. Besides, I hate companies like Google; they already know far too much about everyone.",1.1,6.4,
844082,,,,,
844186,Technisch vast te ingewikkeld voor mij.,Technically too complicated for me.,3.2,,
844314,het is onduidelijk wat er mee gebeurd,it is unclear what happened to it,2.2,,
844393,Het is voor mij te ingewikkeld .,It's too complicated for me.,3.2,,
844396,,,,,
844412,,,,,
844491,,,,,
844503,,,,,
844522,"Omdat ik dagen heb dat ik niet of nauwelijks iets kan doen. Na de middag wordt dat bewegen lastig Vooral als,ik voor de middag al eea heb gedaan .","Because I have days when I can barely do anything. Moving around becomes difficult in the afternoon, especially if I've already done something before noon.",5.2,4.1,4.4
844655,Ik ben niet handig in gebruik van de computer en het kost mij teveel tijd om mij daarin nu te verdiepen,I am not good at using a computer and it takes me too much time to delve into it now,3.1,3.3,
844830,door mijn burn-out momenteel teveel bezig met andere therapievormen en ik wil daar niets extra bij hebben,Due to my burnout I am currently too busy with other forms of therapy and I don't want anything extra,5.2,3.3,
844879,?,?,8.2,,
844893,ik heb hier geen behoefte aan,I have no need for this,4.3,,
844906,Te lastig en vind het teveel tijd kosten. Invullen van de maandelijkse enquetes is al genoeg.,Too difficult and I think it takes too much time. Simply completing the monthly surveys is enough.,3.3,6.5,
844934,Ik vind dit te persoonlijk.,I find this too personal.,1.1,,
844949,Ik probeer zo min mogelijk gegevens te delen,I try to share as little data as possible,1.1,,
844998,Te ingewikkeld en ik loop veel te weinig hiervoor.,Too complicated and I don't walk enough for this.,3.2,4.1,
845010,"Omdat ik mijn telefoon nooit constant bij me draag. Als ik naar werk ga bijvoorbeeld, dan zit mijn telefoon in mijn tas en draag ik hem niet bij me. Dit is thuis ook zo. Je zult dus niet mijn echte meters en stappen zien in die gegevens. Ik wil ook niet continue mijn telefoon bij me gaan dragen. Als hij maar 'in de buurt is'dan is het okÃ©. Ik denk dus dat jullie niet juiste info krijgen voor het onderzoek.","Because I never carry my phone with me constantly. When I go to work, for example, my phone is in my bag and I don't carry it with me. This is also the case at home. So you won't see my actual meters and steps in that data. I also don't want to carry my phone with me all the time. As long as it's ""nearby,"" it's fine. So I think you're not getting accurate information for the study.",4.1,4.4,
845064,Omdat ik niet begrijp hoe het werkt en ik liever geen extra apps op mijn telefoon zet.,Because I don't understand how it works and I'd rather not install extra apps on my phone.,3.2,3.3,
845092,Het is voor mij te ingewikkeld om in te loggen bij google via een pc. heb het net wel geprobeerd. Sorry.,It's too complicated for me to log in to Google on a PC. I just tried it. Sorry.,3.2,3.1,
845102,,,,,
845169,,,,,
845175,Te moeilijk om dat pakketje te installeren op mijn telefoon.,Too difficult to install that package on my phone.,3.3,3.1,
845199,iets te privÃ©,a little too private,1.1,,
845277,Vertrouwen is goed niet vertrouwen is beter..,"Trust is good, not trusting is better..",6.1,,
845278,"Gebruik de telefoon alleen voor de bank, de Telegraaf en een appje. Bel zelden of nooit. Heb ook geen twitter e.d.","I only use my phone for my bank, the Telegraaf, and texting. I rarely, if ever, make calls. I also don't have Twitter, etc.",4.1,4.4,
845280,Te veel moeite. Weer een verplichting.,Too much effort. Another obligation.,3.3,,
845327,Volgens mij kost 't me te veel M/Gb's. En had ik bij een paar vragen terug niet mijn zorgen geuit voor 'ruim meekijken' door tech-bedrijven.,"I think it's costing me too much bandwidth. And didn't I express my concerns about tech companies' ""extensive monitoring"" in a few questions back?",3.4,6.4,
845398,ik denk dat het me niet zal lukken.,I don't think I can do it.,7.1,,
845476,Omdat ook alles wordt gebruikt voor andere dingen,Because everything is also used for other things,2.1,,
845492,,,,,
845495,vind het moeilijk om dat op de pc op te halen,find it difficult to get that on the PC,3.1,3.2,
845501,,,,,
845504,"omdat ik te ziek ben om mee te doen, helaas","because I'm too sick to participate, unfortunately",5.2,,
845532,aard van het werk,nature of the work,8.3,,
845675,ik gebruik mijn telefoon alleen voor bellen en appen,I only use my phone for calling and texting,4.1,4.4,
845700,,,,,
845727,,,,,
845812,Mijn leeftijd gaat tegenwerken. Ik vind het steeds moeilijker om de vragen te beantwoorden.,My age is starting to get in my way. I'm finding it increasingly difficult to answer the questions.,3.2,,
845834,,,,,
845944,,,,,
845986,,,,,
845990,Ik wil dit niet delen is prive,I don't want to share this it's private,1.1,,
846006,Dat komt weer te dicht bij mijn persoonlijk leven,That comes too close to my personal life again,1.1,,
846068,Geen interesse,Not interested,7.1,,
846102,Privacy,Privacy,1.1,,
846118,"Ik doe niet zoveel met m,n smartphoon",I don't do much with my smartphone,4.1,,
846273,,,,,
846301,,,,,
846354,Ik vind het niet prettig dat ik iets op mijn telefoon moet zetten.,I don't like having to put anything on my phone.,7.1,,
846359,niet helemaal te vertrouwen,not entirely trustworthy,6.1,,
846454,Geen zin in extra werk,Don't feel like doing extra work,3.3,,
846506,Niet bereid informeren delen.,Not willing to share information.,1.1,,
846522,gebruik ik niet,I don't use,7.1,,
846674,Wil niet teveel delen,Don't want to share too much,1.1,,
846708,,,,,
846725,Ik doe al aan genoeg onderzoeken mee,I already participate in enough studies,6.5,,
846813,,,,,
846817,Ik heb geen tijd deze keer .,I don't have time this time.,7.1,,
846839,,,,,
846875,Eenvoudig te weinig tijd. Ben niet zoveel op mijn mobiel,Simply not enough time. I'm not on my phone much.,3.3,4.4,
847125,,,,,
847143,Mijn data uit de smartphone houd ik privÃ©,I keep my smartphone data private,1.1,,
847189,,,,,
847207,,,,,
847241,,,,,
847264,Voelt niet goed.,Doesn't feel good.,7.1,,
847332,geen tijd,no time,3.3,,
847338,ik heb artrose aan mijn voeten en kan daarom maar beperkt lopen. Voel me ook en beetje te oud om nog mee te doen.,"I have arthritis in my feet, so I can only walk to a limited extent. I also feel a bit too old to participate.",5.2,4.4,4.1
847409,,,,,
847424,Ik heb google locatie geschiedenis bewust uit staan. Probleem is niet het delen van deze beperkte data. Probleem is het aan moeten hebben staan van locatie geschiedenis,I've deliberately disabled Google Location History. The problem isn't sharing this limited data. It's having to have Location History enabled.,1.1,6.4,
847439,Ik ben daar te oud voor.,I'm too old for that.,4.4,,
847500,"In principe geen bezwaar, ook niet in verband met privacy. Wil echter niet altijd mijn smartphone meenemen.","In principle, no objection, not even from a privacy perspective. However, I don't always want to take my smartphone with me.",4.1,,
847598,PrivÃ©,Private,1.1,,
847631,geen interesse,no interest,7.1,,
847641,Op dit moment heb ik het te druk met gezondheidsproblemen. Kan er niet niet nog meer bij hebben,Right now I'm too busy with health issues. I can't handle any more.,5.2,3.3,
847671,,,,,
847674,"als ik ga lopen of bewegen moet ik, denk ik, een apparaat meenemen. ik vind dat gedoe! Sorry!","If I'm going to walk or exercise, I think I'll have to take a device with me. I find that a hassle! Sorry!",3.3,,
847680,"dit onderzoek lijkt geen rekening te houden met leeftijd, gezondheid. Ik gebruik mijn telefoon als telefoon en niet om mijn gezondheid te monitoren of andere activiteiten zoals spullen aanschaffen, dieeten bijhouden etc.In ieder geval zorg ik ervoor niet al te afhankelijk te worden van mijn telefoon.Bovendien weegt hij 200gr. en ik heb een nekhernia.","This study doesn't seem to take age or health into account. I use my phone as a phone, not to monitor my health or for other activities like buying things, keeping track of diets, etc. In any case, I make sure I don't become too dependent on it. Besides, it weighs 200g, and I have a herniated disc.",4.2,4.1,5.2
847766,Ik gebruik mijn telefoon heel weinig en eigenlijk alleen om te bellen.,I use my phone very little and actually only for calling.,4.1,4.4,
847813,Geen tijd,No time,7.1,,
847832,Ik wil deze info niet delen met mijn naam en toenaam erbij,I do not want to share this information with my full name.,1.1,,
847882,,,,,
847903,Ben al jaren depressief. Beweeg erg weinig.,I've been depressed for years. I exercise very little.,4.1,5.2,
847910,,,,,
847985,privacy,privacy,1.1,,
847998,Niet duidelijk waar jullie onderzoek naar doen.,It's not clear what you are researching.,4.2,6.2,
848046,",.,",",.,",8.2,,
848086,in verband met mijn gezondheid,in connection with my health,5.2,,
848132,mijn telefoon is overvol en werkt waarschijnlijk daar niet goed op,my phone is overloaded and probably won't work well on that,3.1,,
848175,,,,,
848248,,,,,
848367,,,,,
848458,"Diverse keren een poging gedaan,lukt niet om in te loggen.","Tried several times, but failed to log in.",3.1,,
848645,,,,,
848693,geen interesse,no interest,7.1,,
848748,ik wil niet mijn telefoon en gezondheid en bewegingen vastleggen en daar ook geen apps voor,"I don't want to record my phone, health and movements and I don't want to have apps for that either",7.1,,
848798,prive,private,1.1,,
848903,,,,,
848968,,,,,
849024,Te weinig vertrouwen dat er goed/ zinvol/ betrouwbaar met fe gegevens wordt omgegaan.,Too little confidence that the data is being handled properly/sensibly/reliably.,2.1,,
849118,ik wandel niet zoveel,I don't walk that much,4.1,,
849154,ik druf niet,i don't dare,7.1,,
849200,Geen zin,No point,7.1,,
849249,,,,,
849273,,,,,
849301,privÃ©,private,1.1,,
849353,ben ik niet in geÃ¯nteresseerd,I am not interested in,7.1,,
849404,Ik ben mijn medewerking aan onderzoeken waar ik verder aan mee moet werken om persoonlijke redenen aan het beperken.,I am limiting my participation in research projects that require my continued participation for personal reasons.,7.1,,
849407,Ik heb geen verstand van allemaal die nieuwe technologische dingen en wat er allemaal wel en niet verzameld wordt. Wil er zo min mogelijk mee te maken hebben....,I don't understand all that new technology and what's being collected. I want to have as little to do with it as possible...,3.2,1.1,
849438,Ben niet geÃ¯nteresseerd in mijn stappenhoeveelheid.,Not interested in my step count.,5.4,,
849542,,,,,
849632,Omdat ik de smartphone vaak binnen laat liggen zijn de bewegingsgegevens niet representatief,"Because I often leave my smartphone indoors, the movement data is not representative",4.1,,
849643,,,,,
849692,,,,,
849719,,,,,
849792,"ik heb geen verstand van zulk soort dingen,als ik iets niet precies weet dan moet ik het aan m'n dochter vragen,Onderlaatst had ik iets met 'n app op me telefoon wat ik absoluut niet wist en m'n dochter had het zo voor mekaar.","I don't know anything about this kind of thing, if I don't know something exactly I have to ask my daughter, Recently I had something with an app on my phone that I absolutely didn't know about and my daughter managed to do it so easily.",3.2,3.1,
849795,Voelt als teveel privacy-gegevens afstaan,Feels like giving up too much privacy data,1.1,,
849896,Wil privacy,Want privacy,1.1,,
849996,,,,,
850115,,,,,
850152,,,,,
850170,,,,,
850198,"Ik sport en beweeg erg weinig, vooral in dit seizoen.","I do very little sports and exercise, especially in this season.",4.1,4.4,
850214,,,,,
850219,Teveel gedoe,Too much hassle,3.3,,
850332,Bang dat ik het niet begrijp,Afraid I don't understand,3.2,,
850338,,,,,
850386,-,-,8.2,,
850390,Geen interesse,Not interested,7.1,,
850408,Is voor mij niet zo relevant,Not so relevant to me,4.3,,
850551,,,,,
850558,,,,,
850618,,,,,
850717,Ik wil dat gewoon niet,I just don't want that,7.1,,
850753,Is niet mijn ding.,Not my thing.,7.1,,
850772,"ik mankeer van alles,o.a diabeet<oedeem in benen hoge bloeddruk,slechte nierfunctie.","I suffer from all sorts of problems, including diabetes, edema in the legs, high blood pressure, poor kidney function.",5.2,,
850773,Gaat net te ver voor mâ€™n gevoel,It's going a bit too far for my liking,1.1,,
850811,,,,,
850828,,,,,
850860,Betrouwbaarheid,Reliability,6.1,,
850865,Gaat te ver,Going too far,1.1,,
850888,Geen interesse,Not interested,7.1,,
850900,Ik heb geen reden om niet te delen.,I have no reason not to share.,7.1,,
850909,geen interesse,no interest,7.1,,
851028,Te weinig tijd.,Not enough time.,3.3,,
851101,Zo maar,Just like that,7.1,,
851123,Omdat ik niet weet wÃ¡t er allemaal met deze gegevens gaat gebeuren. Daarnaast wordt mij dit gevraagd vanuit LissPanel voor weer een andere partij,"Because I don't know what will happen with all this data. In addition, LissPanel is asking me to do this for yet another party.",2.2,6.5,
851154,,,,,
851235,ik ben niet geÃ¯nteresseerd,I am not interested,7.1,,
851260,ik loop vanwege matige conditie te weinig om mee te doen,"Due to my poor condition, I don't run enough to participate",4.1,4.4,
851364,ik ben niet handig in zulke dingen,I'm not good at such things,4.4,,
851379,,,,,
851400,PrivÃ©,Private,1.1,,
851425,Te omslachtig,Too complicated,3.2,,
851431,,,,,
851443,geen zin in,no desire to,7.1,,
851535,,,,,
851587,ik heb er vooral geen zin in,I really don't feel like it,7.1,,
851596,,,,,
851611,ik wil gewoon niet teveel delen. Ken het doel van het onderzoek niet.,I just don't want to share too much. I don't know the purpose of the research.,1.1,6.2,
851625,Pakketje gaan opvragen bij google te ingewikkeld om te doen,Requesting a package from Google is too complicated to do,3.2,,
851635,Momenteel heb ik genoeg aan mijn hoofd met mijn hernia. Geen behoefte aan extra dingen.,I have enough on my mind right now with my hernia. I don't need anything extra.,5.2,3.3,
851647,,,,,
851672,,,,,
851729,,,,,
851736,niet interessant,not interesting,7.1,,
851773,ik vind google vreselijk,I hate Google,6.4,,
851983,,,,,
852017,Geen tijd,No time,3.3,,
852023,,,,,
852091,,,,,
852105,,,,,
852108,,,,,
852188,gewoon geen zin,just don't feel like it,7.1,,
852288,n.v.t,n.v.t,8.1,,
852317,Weinig vertrouwen,Little confidence,6.1,,
852329,Geen,No,8.1,,
852423,Ik heb mijn telefoon ook een groot deel van de dag op tafel liggen,I also have my phone on the table for a large part of the day,4.1,,
852429,Dat vind ik niet nodig,I don't think that's necessary,4.3,,
852438,,,,,
852697,Ik deel met niemand deze gegevens Gebruik buiten Whats app geen Social media,I do not share this information with anyone. Do not use social media other than WhatsApp.,1.1,4.1,
852709,,,,,
852784,Ik hou dat liever privÃ©,I prefer to keep that private,1.1,,
852801,geen behoefte aan,no need for,4.3,,
852812,Wil geen medische gegevens delen,Does not want to share medical data,1.1,,
852819,Lijkt mij te veel gedoe,Seems like too much hassle to me,3.3,,
852886,Heb geen zin gezien mijn leeftijd om gevolgd te worden,I don't feel like being followed given my age,1.1,,
852920,Nou wegens te weinig vertouwen wat men doet met mijn gegevens,"Now, due to a lack of trust in what people do with my data",2.1,,
853023,,,,,
853048,Komt op dit moment slecht uit om hieraan mee te doen niet zo handig met computers.,It's a bad time to participate at this time as I'm not very handy with computers.,4.1,4.4,
853057,niet nodig dit te delen met derden. Ik vind andere dingen belangrijker dan hoeveel iemand beweegt. Er zijn grotere problemen in de wereld. Ten tweede ik heb een aangeboren levercirosse waardoor bij mij het de ene dag meer beweeg en de volgende dag te moe ben om te bewegen,"It's not necessary to share this with third parties. I find other things more important than how much someone exercises. There are bigger problems in the world. Secondly, I have congenital liver cirrhosis, which means I move more one day and am too tired to exercise the next.",1.1,4.2,5.2
853186,Prive gegevens deel ik zo min mogelijk en deze is niet zo interessant voor jullie,I share as little private information as possible and this is not very interesting for you,1.1,4.1,
853262,,,,,
853277,,,,,
853396,Het lijkt me teveel gedoe.,It seems like too much hassle to me.,3.3,,
853398,,,,,
853400,,,,,
853425,te veel gedoe,too much hassle,3.3,,
853491,Ik heb daar geen zin in!,I don't feel like doing that!,7.1,,
853527,Ik heb geen laptop en beweeg ook vrij weinig,I don't have a laptop and I don't move much either,3.1,4.1,
853539,,,,,
853549,Ik vond het ingewikkeld om google in te stellen.,I found it complicated to set up Google.,3.2,,
853674,,,,,
853729,Kost te veel tijd.,Takes too much time.,3.3,,
853732,Neem teveel tijd in.,Takes too much time.,3.3,,
853756,geen,no,8.1,,
853759,.,.,8.2,,
853776,Ik gebruik die apps en gegevens nooit. Ik zie het niet zitten om die nu wel te gaan opvragen/gebruiken.,I never use those apps and data. I don't feel comfortable accessing/using them now.,7.1,,
853784,Ik wil er eerst meer weten wat er precies van de gegevens wordt gebruikt.,I first want to know more about what exactly is used from the data.,6.2,,
853807,,,,,
853887,"Omdat het mij confronteert. Ik zou een beter lijf willen hebben, zonder pijn zodat ik meer zou kunnen als nu","Because it confronts me. I would like to have a better body, without pain so I could do more than I can now.",5.1,,
853930,"ik heb er geen tijd voor ik loop elke dag 8,5 km",I don't have time for it I walk 8.5 km every day,3.3,,
853939,,,,,
853970,Te privacy gevoelig,Too privacy sensitive,1.1,,
854180,geen behoefte aan dit onderzoek,no need for this research,4.2,,
854204,Te arbeidsintensief !,Too labor intensive!,3.3,,
854284,Privacy. Gaat niemand wat aan,Privacy. Nobody's business,1.1,,
854388,,,,,
854410,geen zin in om mijn telefoon daarvoor te ontregelen,I don't feel like messing up my phone for that,7.1,,
854476,snap er niks van,I don't understand anything about it,3.2,,
854495,Kost me te veel tijd en ik deel deze gegevens niet graag.,It takes too much time and I don't like sharing this information.,3.3,1.1,
854554,Onveilig gevoel,Feeling unsafe,7.2,,
854632,,,,,
854633,.,.,8.2,,
854647,Te ingewikkeld en intensief,Too complicated and intensive,3.2,3.3,
854693,,,,,
854700,,,,,
854787,Teveel gedoe.,Too much hassle.,3.3,,
854919,Moet al te veel bij houden,Too much to keep track of already,3.3,,
854937,Het zijn mijn grgevens. Dus privÃ©. Tegenwoordig wil iedereen alles van je weten. Bovendien is alles anoniem en toch ligt gevoelige informatie regelmatig toch op straat. Hacken,"It's my personal information. So, it's private. These days, everyone wants to know everything about you. Besides, everything is anonymous, and yet sensitive information often ends up on the street. Hacking",1.1,2.3,
854986,,,,,
855035,heb dit proces doorlopen maar het lukt niet ondanks Uw goede aanwijzingen,I have gone through this process but it does not work despite your good instructions,3.1,,
855136,,,,,
855169,Weinig tijd,Little time,3.3,,
855203,,,,,
855239,,,,,
855255,,,,,
855428,,,,,
855465,Ik vind deze gegevens te privÃ©,I find this information too private,1.1,,
855468,,,,,
855508,Ik kan op werkdagen mijn telefoon niet bij me dragen. Dus dat zal het onderzoek niet helpen,"I can't carry my phone on workdays, so that won't help the investigation.",4.1,4.4,
855582,,,,,
855627,Ik zie ertegen op.,I'm dreading it.,7.1,,
855679,Te veel gedoe.,Too much hassle.,3.3,,
855682,"Ik wil deze gegevens best delen, maar denk dat ik niet voldoende kennis heb om deze app te installeren en de gegevens door te sturen","I would like to share this information, but I don't think I have enough knowledge to install this app and forward the information.",3.2,,
855728,Ik vind het eng. En ik mag tijdens mijn werk eigenlijk geen telefoon bij mij hebben,I find it scary. And I'm not actually allowed to have my phone with me at work.,2.1,3.4,4.4
855963,,,,,
855981,niet interessant.,not interesting.,7.1,,
855984,Geen zin,No point,7.1,,
856010,prive,private,1.1,,
856076,,,,,
856079,op het moment lichamelijk niet gezond en fysiek beperkt,currently physically unhealthy and physically limited,5.2,4.4,
856175,,,,,
856176,Ik heb er geen behoefte aan om dat te delen.,I have no need to share that.,4.3,,
856210,,,,,
856225,Te veel werk,Too much work,3.3,,
856237,"Een gevoel van onbehagen bekruipt me hierbij, maar ik weet niet waarom. Toen ik met pensioen ging heb ik met mezelf afgesproken niets meer te doen wat ik niet leuk vind. Zo'n onderzoek nu voelt zo.","A sense of unease creeps over me, but I don't know why. When I retired, I made a pact with myself to stop doing anything I didn't enjoy. This kind of research now feels like that.",7.2,7.1,
856387,omdat ik gehandicapt ben dus mijn gegevens zijn te verschillend,because I am disabled so my details are too different,4.1,4.4,
856415,,,,,
856448,Ik deel geen data,I do not share data,1.1,,
856491,Ik voel er weinig voor om mijn gegevens te delen.,I don't feel much like sharing my data.,1.1,,
856542,Ik heb geen interesse in.,I am not interested.,7.1,,
856578,,,,,
856655,op dit moment ben ik weinig actief door een gebroken pols met complicaties. ik kan daardoor geen reeel beeld geven van mijn activiteiten,"I'm currently not very active due to a broken wrist with complications. Therefore, I can't give a realistic picture of my activities.",5.2,4.1,4.4
856680,Vind het niet fijn om mijn gegevens te delen. Ik vind dat heel prive.,I don't feel comfortable sharing my information. I consider it very private.,1.1,,
856695,,,,,
856745,Locatiegeschiedenis staat UIT bij Google,Location History is OFF at Google,4.1,,
856768,,,,,
856787,te druk met andere dingen en veel appjes...,too busy with other things and lots of apps...,3.3,,
857022,,,,,
857073,,,,,
857112,,,,,
857122,Geen tijd voor,No time for,3.3,,
857131,Geen behoefte hieraan,No need for this,4.3,,
857162,,,,,
857174,,,,,
857431,Tijd. Gebrek motivatie,Time. Lack of motivation,3.3,,
857470,,,,,
857537,,,,,
857540,Ik heb een zieke man waar ik moet zorgen 24x7 dus is te ingewikkeld,I have a sick husband that I have to take care of 24/7 so it's too complicated,5.3,3.2,
857568,Mijn iphone telt ook stappen als fiets. Die gegevens zijn dus niet betrouwbaar.,My iPhone also counts steps as cycling. So that data isn't reliable.,4.1,,
857708,Geen interesse,Not interested,7.1,,
857728,Dit vind ik veel tijd kosten en ik vind het oninteressant.,I find this very time consuming and uninteresting.,3.3,5.4,
857807,,,,,
857819,,,,,
858108,"om persoonlijke redenen, privacy","for personal reasons, privacy",1.1,,
858332,,,,,
858340,het is behoorlijk prive,it's pretty private,1.1,,
858346,,,,,
858523,omdat ik net een hartinfarct heb gehad en een hartrevalidatie moet ondergaan en het gaat niet erg goed en plus mijn kennis,because I just had a heart attack and have to undergo cardiac rehabilitation and it is not going very well and plus my knowledge,5.2,4.4,
858563,,,,,
858572,Te veel gedoe op mijn leeftijd. Geen ervaring met gezondheidsapp.,Too much hassle at my age. I have no experience with a health app.,3.3,,
858587,,,,,
858646,gebrek aan vertrouwen,lack of trust,6.1,,
858691,,,,,
858746,,,,,
858749,heb er geen goed gevoel bij,I don't have a good feeling about it,7.2,,
858776,Geen vertrouwen ok,No trust ok,6.1,,
858801,"omdat ik te weinig buiten komt, het is geen onwil het heeft dan weinig zin. als u zegt het maak niet uit wil ik alsnog ja zeggen","Because I don't get out enough, it's not a matter of unwillingness, so there's little point. If you say it doesn't matter, I'll still say yes.",6.3,,
858816,"Ik ben niet representatief: ik heb al ruim 40 jaar een heupprothese en beweeg me steeds moeilijker, ik sport niet, loop zeker niet hard, wandel niet, beweeg me slechts om mijn dagelijkse dingen te kunnen doen.","I am not presentable: I have had a hip prosthesis for over 40 years and it is becoming increasingly difficult for me to move. I do not exercise, certainly not run, do not walk, I only move to be able to do my daily activities.",5.2,4.4,
858911,,,,,
858990,Omdat ik hier nix van snap,Because I don't understand any of this,3.2,,
859031,dat gaat me net even te ver,that goes just a bit too far for me,1.1,,
859127,liever niet,rather not,7.1,,
859240,word al gedaan met een andere app (hersenstichting),is already done with another app (brain foundation),6.5,,
859317,,,,,
859381,Geen behoefte aan om mee te doen aan dit onderzoek.,No need to participate in this study.,4.3,,
859434,,,,,
859503,,,,,
859570,Bij de meeste beweging die ik maak heb ik mijn mobiel niet op zak. Levert in mijn geval geen represatatief beeld op.,"I don't have my phone with me during most of my movements. In my case, it doesn't provide a representative image.",4.1,4.4,
859713,,,,,
859735,Geen intresse,Not interested,7.1,,
859738,gegevens zijn prive,data is private,1.1,,
859801,,,,,
859859,"Ik zit al op zoveel Wa groepen , ik krijg minstens 60 appjes perdag. e-mails buiten gelaten.","I'm already in so many WA groups, I get at least 60 messages a day. Emails not included.",5.1,,
859987,,,,,
860067,geen interesse,no interest,7.1,,
860089,weet ik niet,I don't know,8.1,,
860177,,,,,
860306,geen belangstelling,no interest,7.1,,
860308,,,,,
860379,vertrouw het niet helemaal,don't trust it completely,6.1,,
